Country,Period,Gender,Happiness_Rank,Happiness_Score,Economy_GDP_per_Capita,Family,Healthy_Life_Expectancy,Trust_Government_Corruption,Generosity,Region,adolBirthRate,alcoholPerCapita,popUsingSanitationPct,suicidePer100K,lifeExpectancy,infantMortalityPer1000,lifeExpectancyAtBirth,medicalDoctorsPer10000,tobaccoSmokingAbove15,iso_code,year,coal_prod_per_capita,energy_per_capita,fossil_energy_per_capita,gas_energy_per_capita,hydro_energy_per_capita,low_carbon_energy_per_capita,nuclear_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,solar_energy_per_capita
Mexico,2016,Total,21,6.778,1.11508,0.7146,0.71143,0.18355,0.11735,Latin America and Caribbean,62.5,,90.3,0,,13.48,,23.24,14.8,MEX,2016,572.446,17534.79,16309.492,6732.189,625.928,1225.297,215.468,8404.597,1009.83,5.144
Mexico,2017,Total,25,6.578000069,1.153183818,1.21086216,0.709978998,0.132774115,0.120990433,,70.6,,91.18,,,13.05,,23.83,14.3,MEX,2017,686.203,17576.573,16310.487,6894.989,638.092,1266.085,218.046,7998.948,1048.039,23.773
Mexico,2018,Total,24,6.488,1.038,,0.761,0.095,0.069,,70.5,5,,,,12.62,,,13.9,MEX,2018,615.421,17243.103,15857.96,6939.833,639.816,1385.143,268.838,7669.658,1116.305,62.631
Mexico,2019,Total,23,6.595,1.07,,0.861,0.073,0.074,,,,,,65.76,12.2,76.01,,,MEX,2019,575.819,16810.783,15378.81,7106.94,461.766,1431.972,218.383,7166.828,1213.589,241.444
Mexico,2020,Total,24,6.465000153,9.797797203,,68.29902649,0.806821585,-0.175266623,,,,,,,,,,,MEX,2020,,,,,,,,,,
Mexico,2021,Total,36,6.317,9.859,,68.597,0.799,-0.147,,,,,,,,,,,,,,,,,,,,,,
Moldova,2015,Total,52,5.889,0.59448,1.01528,0.61826,0.01615,0.20951,Central and Eastern Europe,,,,,,,,,,MDA,2015,0,9413.235,,,,,,,,
Moldova,2016,Total,55,5.897,0.69177,0.83132,0.52309,0.01903,0.19997,Central and Eastern Europe,,,,,,,,,,MDA,2016,0,9391.908,,,,,,,,
Moldova,2017,Total,56,5.837999821,0.72887063,1.251825571,0.589465201,0.010091286,0.208779126,,,,,,,,,,,MDA,2017,,,,,,,,,,
Moldova,2018,Total,67,5.64,0.657,,0.62,0,0.171,,,,,,,,,,,MDA,2018,,,,,,,,,,
Moldova,2019,Total,71,5.529,0.685,,0.739,0,0.181,,,,,,,,,,,MDA,2019,,,,,,,,,,
Moldova,2020,Total,70,5.607500076,8.776714325,,65.01301575,0.913314283,-0.037741039,,,,,,,,,,,,,,,,,,,,,,
Moldova,2021,Total,65,5.766,9.454,,65.699,0.918,-0.079,,,,,,,,,,,,,,,,,,,,,,
Mongolia,2015,Total,100,4.874,0.82819,1.3006,0.60268,0.02666,0.3323,Eastern Asia,,10.97,57.98,13.1,59.85,17.28,67.61,32.19,,MNG,2015,42619.35,18821.358,,,,,,,,
Mongolia,2016,Total,101,4.907,0.98853,1.08983,0.55469,0.03285,0.34539,Eastern Asia,,,58.46,0,,16.09,,28.59,,MNG,2016,60771.774,19272.834,,,,,,,,
Mongolia,2017,Total,100,4.954999924,1.027235866,1.493011236,0.557783484,0.032902289,0.33846423,,30.1,,58.48,,,15.07,,,,MNG,2017,84082.415,,,,,,,,,
Mongolia,2018,Total,94,5.125,0.914,,0.575,0.032,0.253,,32.6,8.19,,,,14.19,,,,MNG,2018,91097.08,,,,,,,,,
Mongolia,2019,Total,83,5.285,0.948,,0.667,0.038,0.235,,,,,,60.29,13.45,68.1,,,MNG,2019,93738.25,,,,,,,,,
Mongolia,2020,Total,81,5.456200123,9.412186623,,62.30448532,0.863511205,0.098093867,,,,,,,,,,,MNG,2020,,,,,,,,,,
Mongolia,2021,Total,70,5.677,9.4,,62.5,0.856,0.116,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2015,Total,82,5.192,0.97438,0.90557,0.72521,0.14296,0.1614,Central and Eastern Europe,11.2,10.92,97.73,10,66.64,3.13,75.27,23.76,,MNE,2015,7621.835,20044.236,,,,,,,,
Montenegro,2016,Total,88,5.161,1.07838,0.74173,0.63533,0.12721,0.17191,Central and Eastern Europe,10.1,,97.75,0,,2.76,,,,MNE,2016,6009.772,19890.785,,,,,,,,
Montenegro,2017,Total,83,5.236999989,1.121129036,1.238376498,0.667464674,0.088174194,0.197911024,,10.3,,97.77,,,2.45,,,,MNE,2017,,,,,,,,,,
Montenegro,2018,Total,81,5.347,1.017,,0.729,0.081,0.111,,10,11.47,,,,2.22,,27.56,,MNE,2018,,,,,,,,,,
Montenegro,2019,Total,73,5.523,1.051,,0.871,0.08,0.142,,,,,,66.97,2.04,75.88,,,MNE,2019,,,,,,,,,,
Montenegro,2020,Total,72,5.54610014,9.751860619,,68.50534821,0.783121586,-0.075600356,,,,,,,,,,,,,,,,,,,,,,
Montenegro,2021,Total,72,5.581,9.94,,68.699,0.812,-0.034,,,,,,,,,,,,,,,,,,,,,,
Morocco,2015,Total,92,5.013,0.73479,0.64095,0.60954,0.08546,0.07172,Middle East and Northern Africa,,0.7,87.54,2.9,63.29,21.69,72.46,,15.9,MAR,2015,,6328.655,6006.808,325.94,137.566,321.847,0,4189.506,321.847,0.416
Morocco,2016,Total,90,5.151,0.84058,0.38595,0.59471,0.08404,0.04053,Middle East and Northern Africa,,,88.42,0,,20.73,,,15.5,MAR,2016,,6312.383,5978.95,326.879,89.9,333.433,0,4233.863,333.433,28.745
Morocco,2017,Total,84,5.235000134,0.878114581,0.774864435,0.597710669,0.087763183,0.032209955,,19,,88.5,,,19.86,,7.31,15.2,MAR,2017,,6526.613,6200.953,320.195,83.241,325.659,0,4425.454,325.659,29.18
Morocco,2018,Total,85,5.254,0.779,,0.669,0.074,0.026,,,0.69,,,,19.08,,,14.7,MAR,2018,,6661.278,6213.97,285.78,116.818,447.308,0,4265.85,447.308,65.544
Morocco,2019,Total,89,5.208,0.801,,0.782,0.076,0.036,,,,,,63.69,18.34,72.99,,,MAR,2019,,7227.94,6715.788,267.516,85.735,512.151,0,4322.954,512.151,107.371
Morocco,2020,Total,97,5.094799995,8.940313339,,65.89624023,0.815724611,-0.240377247,,,,,,,,,,,,,,,,,,,,,,
Morocco,2021,Total,106,4.918,8.903,,66.208,0.801,-0.236,,,,,,,,,,,,,,,,,,,,,,
Mozambique,2015,Total,94,4.971,0.08308,1.02626,0.09131,0.15603,0.22269,Sub-Saharan Africa,,2.19,26.87,4.9,48.6,61.55,55.95,0.41,,MOZ,2015,2000.246,3169.034,,,,,,,,
Mozambique,2017,Total,113,4.550000191,0.23430565,0.870701015,0.106654435,0.179436386,0.322228104,,,,29.36,,,57.94,,0.76,,MOZ,2017,,,,,,,,,,
Mozambique,2018,Total,123,4.417,0.198,,0.173,0.158,0.206,,,2.3,,,,56.37,,0.84,,MOZ,2018,,,,,,,,,,
Mozambique,2019,Total,123,4.466,0.204,,0.39,0.138,0.197,,,,,,50.36,54.77,58.14,,,MOZ,2019,,,,,,,,,,
Mozambique,2020,Total,120,4.623600006,7.069345951,,54.20582199,0.683019102,0.032375868,,,,,,,,,,,,,,,,,,,,,,
Mozambique,2021,Total,115,4.794,7.158,,54.706,0.684,0.061,,,,,,,,,,,,,,,,,,,,,,
Myanmar,2015,Total,129,4.307,0.27108,0.70905,0.48246,0.19034,0.79588,Southeastern Asia,28,4.41,65.09,7.6,59.56,40.72,67.58,,47.8,MMR,2015,,2603.32,,,,,,,,
Myanmar,2016,Total,119,4.395,0.34112,0.69981,0.3988,0.20243,0.81971,Southeastern Asia,,,64.71,0,,39.44,,6.2,46.8,MMR,2016,,2843.076,,,,,,,,
Myanmar,2017,Total,114,4.545000076,0.36711055,1.123235941,0.397522569,0.188816205,0.838075161,,,,64.33,,,38.18,,8.64,46.1,MMR,2017,,,,,,,,,,
Myanmar,2018,Total,130,4.308,0.682,,0.429,0.178,0.598,,,5.12,,,,36.95,,6.77,45.5,MMR,2018,,,,,,,,,,
Myanmar,2019,Total,131,4.36,0.71,,0.555,0.172,0.566,,,,,,60.85,35.75,69.13,,,MMR,2019,,,,,,,,,,
Myanmar,2020,Total,133,4.308000088,8.680481911,,58.96171188,0.645124316,0.560663998,,,,,,,,,,,,,,,,,,,,,,
Myanmar,2021,Total,126,4.426,8.541,,59.302,0.66,0.509,,,,,,,,,,,,,,,,,,,,,,
Namibia,2016,Total,113,4.574,0.93287,0.70362,0.34745,0.10398,0.07795,Sub-Saharan Africa,63.9,,34.21,0,,32.56,,,18.3,NAM,2016,0,8577.086,,,,,,,,
Namibia,2017,Total,111,4.573999882,0.964434326,1.098470807,0.338611811,0.093146972,0.077133745,,,,34.5,,,31.75,,5.91,18.1,NAM,2017,,,,,,,,,,
Namibia,2018,Total,119,4.441,0.874,,0.365,0.064,0.051,,,5.43,,,,31.16,,4.18,17.9,NAM,2018,,,,,,,,,,
Namibia,2019,Total,113,4.639,0.879,,0.477,0.056,0.07,,,,,,56.06,30.73,64.58,,,NAM,2019,,,,,,,,,,
Namibia,2020,Total,122,4.571100235,9.203141212,,56.50148773,0.851449788,-0.18530646,,,,,,,,,,,,,,,,,,,,,,
Namibia,2021,Total,124,4.574,9.161,,56.799,0.847,-0.149,,,,,,,,,,,,,,,,,,,,,,
Nepal,2015,Total,121,4.514,0.35997,0.86449,0.56874,0.05907,0.32296,Southern Asia,88.2,2.05,55.74,9.1,60.17,29.68,69.43,,35.7,NPL,2015,3.341,961.595,,,,,,,,
Nepal,2016,Total,107,4.793,0.44626,0.69699,0.50073,0.07008,0.3816,Southern Asia,,,58.87,0,,28.51,,,34.3,NPL,2016,3.632,1720.801,,,,,,,,
Nepal,2017,Total,99,4.961999893,0.479820192,1.179283261,0.504130781,0.072975546,0.394096166,,,,62.05,,,27.45,,9.1,33.1,NPL,2017,,,,,,,,,,
Nepal,2018,Total,101,4.88,0.425,,0.539,0.078,0.302,,,2.05,,,,26.49,,7.49,31.9,NPL,2018,,,,,,,,,,
Nepal,2019,Total,100,4.913,0.446,,0.677,0.089,0.285,,,,,,61.34,25.62,70.88,,,NPL,2019,,,,,,,,,,
Nepal,2020,Total,92,5.137199879,7.925357342,,63.77917862,0.738099158,0.154168829,,,,,,,,,,,,,,,,,,,,,,
Nepal,2021,Total,87,5.269,8.12,,64.233,0.727,0.152,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015,Total,7,7.378,1.32944,1.28017,0.89284,0.31814,0.4761,Western Europe,3.2,9.55,97.74,12.5,71.12,3.44,81.28,34.92,,ANT,2015,,,,,,,,,,
Netherlands,2015,Total,7,7.378,1.32944,1.28017,0.89284,0.31814,0.4761,Western Europe,3.2,9.55,97.74,12.5,71.12,3.44,81.28,34.92,,NLD,2015,,57672.171,54793.107,20120.783,13.89,2879.064,609.073,27110.426,2269.991,167.502
Netherlands,2016,Total,7,7.339,1.46468,1.02912,0.81231,0.29927,0.47416,Western Europe,3,,97.72,0,,3.43,,35.47,,ANT,2016,,,,,,,,,,
Netherlands,2016,Total,7,7.339,1.46468,1.02912,0.81231,0.29927,0.47416,Western Europe,3,,97.72,0,,3.43,,35.47,,NLD,2016,,58544.933,55596.553,20701.258,14.821,2948.38,586.496,27905.452,2361.884,230.942
Netherlands,2017,Total,6,7.376999855,1.503944635,1.428939223,0.810696125,0.282661825,0.47048983,,2.9,,97.71,,,3.43,,36.05,,ANT,2017,,,,,,,,,,
Netherlands,2017,Total,6,7.376999855,1.503944635,1.428939223,0.810696125,0.282661825,0.47048983,,2.9,,97.71,,,3.43,,36.05,,NLD,2017,,57622.291,54282.964,21248.279,8.924,3339.327,499.747,26784.232,2839.579,323.769
Netherlands,2018,Total,6,7.441,1.361,,0.878,0.295,0.333,,,9.61,,,,3.44,,,,ANT,2018,,,,,,,,,,
Netherlands,2018,Total,6,7.441,1.361,,0.878,0.295,0.333,,,9.61,,,,3.44,,,,NLD,2018,,57413.458,53723.588,20729.143,10.54,3689.87,512.048,27396.552,3177.822,538.027
Netherlands,2019,Total,5,7.488,1.396,,0.999,0.298,0.322,,,,,,71.44,3.45,81.79,,,ANT,2019,,,,,,,,,,
Netherlands,2019,Total,5,7.488,1.396,,0.999,0.298,0.322,,,,,,71.44,3.45,81.79,,,NLD,2019,,57046.584,52749.549,21549.296,10.744,4297.034,566.263,26870.38,3730.772,751.581
Netherlands,2020,Total,6,7.448900223,10.81271172,,72.30091858,0.364717126,0.20761244,,,,,,,,,,,NLD,2020,,,,,,,,,,
Netherlands,2021,Total,5,7.464,10.932,,72.4,0.338,0.175,,,,,,,,,,,,,,,,,,,,,,
New Zealand,2015,Total,9,7.286,1.25018,1.31967,0.90837,0.42922,0.47501,Australia and New Zealand,18.5,10.44,100,12.1,69.89,4.53,81.31,32.96,,NZL,2015,5136.776,53523.525,34136.596,10543.352,13446.363,19380.116,0,19980.353,19380.116,19.891
New Zealand,2016,Total,8,7.334,1.36066,1.17278,0.83096,0.41904,0.49401,Australia and New Zealand,16,,100,0.1,,4.37,,33.83,,NZL,2016,4267.254,53336.116,33493.775,10296.988,13992.23,19835.591,0,20235.605,19835.591,30.514
New Zealand,2017,Total,8,7.31400013,1.405706048,1.548195124,0.816759706,0.382816702,0.500005126,,14.9,,100,,,4.22,,34.73,,NZL,2017,4280.313,53534.502,34500.644,10496.048,13387.676,19027.171,0,20913.065,19027.171,40.581
New Zealand,2018,Total,8,7.324,1.268,,0.876,0.389,0.365,,13.8,10.63,,,,4.08,,35.9,,NZL,2018,4717.059,52598.183,33302.81,9295.776,13776.038,19288.619,0,20825.861,19288.619,52.063
New Zealand,2019,Total,8,7.307,1.303,,1.026,0.38,0.33,,,,,,70.24,3.94,81.96,,,NZL,2019,4404.459,53224.651,34376.311,10034.623,13245.875,18841.714,0,20738.298,18841.714,65.689
New Zealand,2020,Total,8,7.299600124,10.50094318,,73.20262909,0.22113885,0.191598073,,,,,,,,,,,NZL,2020,,,,,,,,,,
New Zealand,2021,Total,9,7.277,10.643,,73.4,0.242,0.134,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,2015,Total,57,5.828,0.59325,1.14184,0.74314,0.19317,0.27815,Latin America and Caribbean,,5.03,73.39,12.2,65.16,16.62,74.62,9.31,,NIC,2015,,4522.92,,,,,,,,
Nicaragua,2016,Total,48,5.992,0.69384,0.89521,0.65213,0.16292,0.29773,Latin America and Caribbean,,,74.39,0,,15.99,,9.54,,NIC,2016,,4629.056,,,,,,,,
Nicaragua,2017,Total,43,6.071000099,0.737299204,1.28721571,0.653095961,0.130687982,0.301674217,,,,74.43,,,15.41,,9.9,,NIC,2017,,,,,,,,,,
Nicaragua,2018,Total,41,6.141,0.668,,0.7,0.128,0.208,,,5.18,,,,14.85,,9.78,,NIC,2018,,,,,,,,,,
Nicaragua,2019,Total,45,6.105,0.694,,0.835,0.127,0.2,,,,,,65.46,14.31,75.04,,,NIC,2019,,,,,,,,,,
Nicaragua,2020,Total,46,6.13710022,8.493160248,,67.50717926,0.665950119,0.020959141,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,2021,Total,55,5.972,8.62,,67.657,0.664,0.02,,,,,,,,,,,,,,,,,,,,,,
Niger,2015,Total,144,3.845,0.0694,0.77265,0.29707,0.15639,0.19387,Sub-Saharan Africa,146,0.55,12.75,4.7,54.14,51.87,61.54,0.47,8.4,NER,2015,72.56,469.278,,,,,,,,
Niger,2016,Total,142,3.856,0.1327,0.6053,0.26162,0.17176,0.2097,Sub-Saharan Africa,154,,13.16,0,,50.46,,0.43,8.4,NER,2016,79.175,472.511,,,,,,,,
Niger,2017,Total,135,4.027999878,0.161925331,0.993025005,0.268505007,0.138572946,0.228673846,,,,13.57,,,49.12,,,8.5,NER,2017,,,,,,,,,,
Niger,2018,Total,134,4.166,0.131,,0.221,0.099,0.175,,,0.67,,,,47.89,,,8.6,NER,2018,,,,,,,,,,
Niger,2019,Total,114,4.628,0.138,,0.366,0.102,0.188,,,,,,55.52,46.72,63.29,,,NER,2019,,,,,,,,,,
Niger,2020,Total,103,4.909599781,6.842166901,,53.50009537,0.722530186,0.013860817,,,,,,,,,,,,,,,,,,,,,,
Niger,2021,Total,96,5.074,7.098,,53.78,0.693,0.018,,,,,,,,,,,,,,,,,,,,,,
Nigeria,2015,Total,78,5.268,0.65435,0.90432,0.16007,0.0403,0.27233,Sub-Saharan Africa,120,10.81,37.68,9.6,53.13,79.52,61.16,,5.1,NGA,2015,,2342.667,,,,,,,,
Nigeria,2016,Total,103,4.875,0.75216,0.64498,0.05108,0.0305,0.23219,Sub-Saharan Africa,,,38.41,0,,78.52,,4.49,5,NGA,2016,,2725.678,,,,,,,,
Nigeria,2017,Total,95,5.073999882,0.783756256,1.215770483,0.05691573,0.026121566,0.230947196,,106,,39.17,,,77.28,,,4.9,NGA,2017,,,,,,,,,,
Nigeria,2018,Total,91,5.155,0.689,,0.048,0.032,0.201,,,10.84,,,,75.74,,3.81,4.8,NGA,2018,,,,,,,,,,
Nigeria,2019,Total,85,5.265,0.696,,0.245,0.041,0.215,,,,,,54.39,74.16,62.62,,,NGA,2019,,,,,,,,,,
Nigeria,2020,Total,115,4.724100113,8.57662487,,49.86190796,0.861874342,0.033745807,,,,,,,,,,,NGA,2020,,,,,,,,,,
Nigeria,2021,Total,116,4.759,8.533,,50.102,0.878,0.037,,,,,,,,,,,,,,,,,,,,,,
North Cyprus,2015,Total,66,5.695,1.20806,1.07008,0.92356,0.1428,0.26169,Western Europe,,,,,,,,,,,,,,,,,,,,,
North Cyprus,2016,Total,62,5.771,1.31141,0.81826,0.84142,0.16578,0.26322,Western Europe,,,,,,,,,,,,,,,,,,,,,
North Cyprus,2017,Total,61,5.809999943,1.346911311,1.186303377,0.834647238,0.155353352,0.266845703,,,,,,,,,,,,,,,,,,,,,,
North Cyprus,2020,Total,76,5.53550005,10.40570259,,73.70222473,0.62611568,0.000227159,,,,,,,,,,,,,,,,,,,,,,
North Cyprus,2021,Total,74,5.536,10.576,,73.898,0.626,0.012,,,,,,,,,,,,,,,,,,,,,,
North Macedon,2019,Total,84,5.274,0.983,,0.838,0.034,0.185,,,,,,,,,,,,,,,,,,,,,,
North Macedon,2021,Total,94,5.101,9.693,,65.474,0.905,0.038,,,,,,,,,,,,,,,,,,,,,,
Northern Cypr,2018,Total,58,5.835,1.229,,0.909,0.154,0.179,,,,,,,,,,,,,,,,,,,,,,
Northern Cypr,2019,Total,64,5.718,1.263,,1.042,0.162,0.191,,,,,,,,,,,,,,,,,,,,,,
Norway,2015,Total,4,7.522,1.459,1.33095,0.88521,0.36503,0.34699,Western Europe,4.6,7.52,98.06,12.4,71.23,2.21,82.01,26.47,21.2,NOR,2015,,101181.008,32710.201,8672.385,66796.471,68151.062,0,22333.443,68151.062,6.519
Norway,2016,Total,4,7.498,1.57744,1.1269,0.79579,0.35776,0.37895,Western Europe,3.9,,98.06,0,,2.15,,26.98,20.2,NOR,2016,,101263.059,31166.724,8326.826,68206.449,69342.7,0,21106.85,69342.7,11.398
Norway,2017,Total,1,7.537000179,1.616463184,1.53352356,0.796666503,0.315963835,0.362012237,,2.9,,98.05,,,2.09,,28.34,19.3,NOR,2017,,100801.799,31181.136,8656.971,67010.533,68476.147,0,20727.834,68476.147,19.238
Norway,2018,Total,2,7.594,1.456,,0.861,0.34,0.286,,,7.41,,,,2.03,,29.16,18.4,NOR,2018,,99093.421,31589.415,8397.956,64714.577,66654.425,0,21451.006,66654.425,39.649
Norway,2019,Total,3,7.554,1.488,,1.028,0.341,0.271,,,,,,71.36,1.98,82.62,,,NOR,2019,,91240.272,30045.173,8354.51,57661.727,60382.799,0,19952.788,60382.799,51.811
Norway,2020,Total,5,7.487999916,11.08780384,,73.20078278,0.263218194,0.13453263,,,,,,,,,,,NOR,2020,,,,,,,,,,
Norway,2021,Total,6,7.392,11.053,,73.3,0.27,0.093,,,,,,,,,,,,,,,,,,,,,,
Oman,2015,Total,22,6.853,1.36011,1.08182,0.76276,0.32524,0.21542,Middle East and Northern Africa,14.5,0.77,100,4.1,63.75,9.64,72.52,20.89,9.6,OMN,2015,,78464.9,78462.706,53833.31,0,2.194,0,24495.3,2.194,2.194
Pakistan,2015,Total,81,5.194,0.59543,0.41411,0.51466,0.10464,0.33671,Southern Asia,47,0.29,56.64,2.9,55.78,62.12,64.18,9.26,,PAK,2015,87.121,4070.761,3577.26,1831.959,415.689,493.501,56.124,1474.027,437.377,4.664
Pakistan,2016,Total,92,5.132,0.68816,0.26135,0.40306,0.1388,0.31185,Southern Asia,46,,58.26,0,,60.48,,9.62,,PAK,2016,105.184,4347.326,3818.055,1898.076,427.462,529.271,66.733,1614.925,462.538,8.14
Pakistan,2017,Total,80,5.269000053,0.726883531,0.67269069,0.402047783,0.124348067,0.315446019,,,,59.87,,,58.85,,10.01,,PAK,2017,104.831,4503.049,3992.223,1959.521,368.286,510.827,94.703,1632.918,416.123,10.693
Pakistan,2018,Total,75,5.472,0.652,,0.424,0.113,0.216,,,0.34,,,,57.24,,9.8,,PAK,2018,107.453,4551.648,4035.579,2053.812,340.959,516.069,114.733,1333.727,401.336,11.952
Pakistan,2019,Total,67,5.653,0.677,,0.535,0.098,0.22,,,,,,56.87,55.66,65.61,,,PAK,2019,153.656,4566.901,3972.238,2108.573,407.105,594.663,108.851,1157.486,485.812,13.267
Pakistan,2020,Total,66,5.69329977,8.482727051,,58.25313568,0.745705426,0.04489987,,,,,,,,,,,PAK,2020,,,,,,,,,,
Pakistan,2021,Total,105,4.934,8.458,,58.709,0.787,0.098,,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2015,Total,108,4.715,0.59867,0.92558,0.66015,0.12905,0.11251,Middle East and Northern Africa,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2016,Total,108,4.754,0.67024,0.71629,0.56844,0.10613,0.11154,Middle East and Northern Africa,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2017,Total,103,4.775000095,0.716249228,1.155647159,0.565666974,0.089282602,0.114173174,,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2018,Total,104,4.743,0.642,,0.602,0.076,0.086,,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2019,Total,110,4.696,0.657,,0.672,0.066,0.103,,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2020,Total,125,4.552800179,8.389223099,,62.25,0.824199975,-0.162079096,,,,,,,,,,,,,,,,,,,,,,
Palestinian T,2021,Total,125,4.517,8.485,,62.25,0.821,-0.163,,,,,,,,,,,,,,,,,,,,,,
Panama,2015,Total,25,6.786,1.06353,1.1985,0.79661,0.0927,0.24434,Latin America and Caribbean,84.3,7.71,81.14,3.9,68.28,14.55,78.72,,7.9,PAN,2015,0,27456.169,,,,,,,,
Panama,2016,Total,25,6.701,1.18306,0.98912,0.70835,0.08423,0.2418,Latin America and Caribbean,79.2,,82.23,0,,14.12,,15.69,7.6,PAN,2016,0,30704.049,,,,,,,,
Panama,2017,Total,30,6.452000141,1.233748436,1.373192549,0.706156135,0.070983924,0.210556939,,75.9,,83.32,,,13.67,,,7.2,PAN,2017,,,,,,,,,,
Panama,2018,Total,27,6.43,1.112,,0.759,0.063,0.125,,,7.98,,,,13.18,,,6.9,PAN,2018,,,,,,,,,,
Panama,2019,Total,31,6.321,1.149,,0.91,0.054,0.109,,,,,,68.68,12.78,79.29,,,PAN,2019,,,,,,,,,,
Panama,2020,Total,36,6.304800034,10.03423405,,69.60301208,0.851588905,-0.153927714,,,,,,,,,,,,,,,,,,,,,,
Panama,2021,Total,41,6.18,10.35,,69.652,0.856,-0.166,,,,,,,,,,,,,,,,,,,,,,
Paraguay,2015,Total,53,5.878,0.75985,1.30477,0.66098,0.08242,0.3424,Latin America and Caribbean,72,7.26,87.67,9.9,65.63,18.92,75.56,,,PRY,2015,0,27396.266,,,,,,,,
Paraguay,2016,Total,70,5.538,0.89373,1.11111,0.58295,0.07396,0.25296,Latin America and Caribbean,,,88.73,0,,18.32,,,,PRY,2016,0,31800.437,,,,,,,,
Paraguay,2017,Total,70,5.493000031,0.932537317,1.50728488,0.579250693,0.091065913,0.224150658,,,,89.78,,,17.76,,,,PRY,2017,,,,,,,,,,
Paraguay,2018,Total,64,5.681,0.835,,0.615,0.074,0.162,,,7.58,,,,17.2,,13.54,,PRY,2018,,,,,,,,,,
Paraguay,2019,Total,63,5.743,0.855,,0.777,0.08,0.184,,,,,,65.8,16.63,75.81,,,PRY,2019,,,,,,,,,,
Paraguay,2020,Total,67,5.692100048,9.389982224,,65.63993835,0.834788501,0.007997713,,,,,,,,,,,,,,,,,,,,,,
Paraguay,2021,Total,71,5.653,9.448,,65.9,0.882,0.028,,,,,,,,,,,,,,,,,,,,,,
Peru,2015,Total,58,5.824,0.90019,0.97459,0.73017,0.05989,0.14982,Latin America and Caribbean,60,6.63,73.34,4.9,68.85,12.17,79.08,,11.7,PER,2015,,9312.026,7056.725,2508.332,1966.548,2110.311,0,4239.11,2110.311,19.116
Peru,2016,Total,64,5.743,0.99602,0.81255,0.62994,0.05292,0.14527,Latin America and Caribbean,53,,73.85,0,,11.62,,13.05,11,PER,2016,,9748.041,7508.974,2746.334,1937.46,2095.128,0,4394.341,2095.128,19.664
Peru,2017,Total,63,5.715000153,1.035225272,1.218770385,0.630166113,0.047049087,0.126819715,,44,,74.34,,,11.13,,,10.2,PER,2017,,9606.984,6958.024,2382.63,2311.612,2501.81,0,4253.619,2501.81,22.834
Peru,2018,Total,65,5.663,0.934,,0.674,0.034,0.092,,,6.38,,,,10.67,,,9.6,PER,2018,,9907.861,7104.728,2501.575,2388.144,2659.487,0,4322.841,2659.487,57.914
Peru,2019,Total,65,5.697,0.96,,0.854,0.027,0.083,,,,,,69.5,10.26,79.9,,,PER,2019,,9924.199,7066.682,2553.043,2405.844,2712.196,0,4327.601,2712.196,58.019
Peru,2020,Total,63,5.796800137,9.456313133,,68.10023499,0.893714964,-0.16238822,,,,,,,,,,,PER,2020,,,,,,,,,,
Peru,2021,Total,63,5.84,9.458,,68.25,0.891,-0.154,,,,,,,,,,,,,,,,,,,,,,
Philippines,2015,Total,90,5.073,0.70532,1.03516,0.58114,0.12279,0.24991,Southeastern Asia,,6.7,74.26,3.2,61.91,23.48,70.3,,,PHL,2015,,4320.974,3752.183,325.375,214.67,519.345,0,2103.757,519.345,3.432
Philippines,2016,Total,82,5.279,0.81217,0.87877,0.47036,0.11757,0.21674,Southeastern Asia,46.9,,75.4,0.1,,23.13,,,,PHL,2016,,4648.659,4061.532,367.521,196.763,533.202,0,2225.653,533.202,26.613
Philippines,2017,Total,72,5.429999828,0.857699215,1.253917575,0.468009055,0.099331893,0.193513423,,39,,76.53,,,22.72,,6,,PHL,2017,,5025.291,4419.328,358.878,228.32,551.072,0,2349.006,551.072,28.552
Philippines,2018,Total,71,5.524,0.775,,0.513,0.105,0.12,,,6.86,,,,22.21,,,,PHL,2018,,5094.519,4495.219,383.382,218.678,543.585,0,2328.736,543.585,29.109
Philippines,2019,Total,69,5.631,0.807,,0.657,0.107,0.117,,,,,,62,21.63,70.43,,,PHL,2019,,5200.079,4593.292,377.409,221.198,548.209,0,2341.639,548.209,30.486
Philippines,2020,Total,52,6.006000042,8.993545532,,61.92676163,0.733634114,-0.105463006,,,,,,,,,,,PHL,2020,,,,,,,,,,
Philippines,2021,Total,61,5.88,9.076,,62,0.742,-0.097,,,,,,,,,,,,,,,,,,,,,,
Poland,2015,Total,60,5.791,1.12555,1.27948,0.77903,0.04212,0.16759,Central and Eastern Europe,12.3,11.63,97.69,15.8,68.03,4.17,77.29,23.25,28.1,POL,2015,16198.051,29036.679,27326.361,4495.667,121.852,1710.318,0,7948.018,1710.318,3.791
