Country,Period,Gender,Happiness_Rank,Happiness_Score,Economy_GDP_per_Capita,Family,Healthy_Life_Expectancy,Trust_Government_Corruption,Generosity,Region,adolBirthRate,alcoholPerCapita,popUsingSanitationPct,suicidePer100K,lifeExpectancy,infantMortalityPer1000,lifeExpectancyAtBirth,medicalDoctorsPer10000,tobaccoSmokingAbove15,iso_code,year,coal_prod_per_capita,energy_per_capita,fossil_energy_per_capita,gas_energy_per_capita,hydro_energy_per_capita,low_carbon_energy_per_capita,nuclear_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,solar_energy_per_capita
Canada,2015,Total,5,7.427,1.32629,1.32261,0.90563,0.32957,0.45811,North America,9.4,8.88,99.36,12.5,71.15,4.61,81.76,,20,CAN,2015,10445.569,107894.862,70583.538,30464.135,26837.059,37311.323,7099.155,33699.689,30212.169,203.283
Canada,2016,Total,6,7.404,1.44015,1.0961,0.8276,0.31329,0.44834,North America,8.4,,99.32,0,,4.53,,23.11,19.1,CAN,2016,10461.037,106404.161,69072.841,29185.728,26641.11,37331.32,6962.013,33915.569,30369.308,226.141
Canada,2017,Total,7,7.315999985,1.479204416,1.481348991,0.834557652,0.287371516,0.435539722,,7.7,,99.29,,,4.44,,,18.3,CAN,2017,9999.131,106699.981,69276.878,29762.036,26855.855,37423.103,6846.54,33621.239,30576.563,243.712
Canada,2018,Total,7,7.328,1.33,,0.896,0.291,0.321,,,8.94,,,,4.35,,,17.5,CAN,2018,8804.667,107511.393,71165.323,31902.75,25868.004,36346.07,6705.749,34388.259,29640.321,258.369
Canada,2019,Total,9,7.278,1.365,,1.039,0.308,0.285,,,,,,71.25,4.25,82.24,,,CAN,2019,8278.283,105539.881,69719.613,32159.676,25282.895,35820.268,6651.117,33412.07,29169.151,285.589
Canada,2020,Total,11,7.23210001,10.69236851,,73.60160065,0.390843362,0.124770768,,,,,,,,,,,CAN,2020,,,,,,,,,,
Canada,2021,Total,14,7.103,10.776,,73.8,0.415,0.089,,,,,,,,,,,,,,,,,,,,,,
Central Afric,2015,Total,148,3.678,0.0785,0,0.06699,0.08289,0.23835,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Central Afric,2017,Total,155,2.693000078,0,0,0.018772686,0.056565076,0.280876487,,,,,,,,,,,,,,,,,,,,,,
Central Afric,2018,Total,155,3.083,0.024,,0.01,0.038,0.218,,,,,,,,,,,,,,,,,,,,,,
Central Afric,2019,Total,155,3.083,0.026,,0.105,0.035,0.235,,,,,,,,,,,,,,,,,,,,,,
Central Afric,2020,Total,149,3.475899935,6.625160217,,45.20000076,0.891806662,0.082410358,,,,,,,,,,,,,,,,,,,,,,
Chad,2015,Total,149,3.667,0.34193,0.76062,0.1501,0.05269,0.18386,Sub-Saharan Africa,,1.45,8.84,8.9,50.53,76.06,57.91,0.49,12.2,TCD,2015,,98.984,,,,,,,,
Chad,2016,Total,144,3.763,0.42214,0.63178,0.03824,0.04952,0.18667,Sub-Saharan Africa,,,8.58,0,,74.37,,0.47,12.1,TCD,2016,,98.334,,,,,,,,
Chad,2017,Total,137,3.936000109,0.438012987,0.953855872,0.041134715,0.053581882,0.21611385,,,,8.34,,,72.55,,0.43,11.8,TCD,2017,,,,,,,,,,
Chad,2018,Total,131,4.301,0.358,,0.053,0.06,0.181,,,1.37,,,,70.84,,,11.8,TCD,2018,,,,,,,,,,
Chad,2019,Total,132,4.35,0.35,,0.192,0.078,0.198,,,,,,52.02,69.1,59.63,,,TCD,2019,,,,,,,,,,
Chad,2020,Total,127,4.422699928,7.467963696,,48.22053909,0.802760839,0.017834719,,,,,,,,,,,,,,,,,,,,,,
Chad,2021,Total,128,4.355,7.364,,48.478,0.807,0.041,,,,,,,,,,,,,,,,,,,,,,
Chile,2015,Total,27,6.67,1.10715,1.12447,0.85857,0.12869,0.33363,Latin America and Caribbean,40.6,9.26,99.63,10.9,69.44,6.75,79.82,21.47,45.9,CHL,2015,,23114.865,18516.495,2684.785,3325.552,4598.371,0,11098.285,4598.371,191.482
Chile,2016,Total,24,6.705,1.2167,0.90587,0.81883,0.11451,0.31595,Latin America and Caribbean,33.4,,100,0,,6.55,,22.94,45.5,CHL,2016,,23931.914,19593.269,3249.111,2719.432,4338.646,0,11606.907,4338.646,352.21
Chile,2017,Total,20,6.65199995,1.25278461,1.284024954,0.819479704,0.082287982,0.326662421,,26.4,,100,,,6.35,,24.41,45,CHL,2017,,23759.387,18846.477,3039.849,2886.539,4912.91,0,10950.659,4912.91,527.335
Chile,2018,Total,25,6.476,1.131,,0.808,0.061,0.197,,,9.07,,,,6.16,,25.91,44.7,CHL,2018,,24630.23,19158.829,3424.483,3100.825,5471.402,0,11112.542,5471.402,679.266
Chile,2019,Total,26,6.444,1.159,,0.92,0.056,0.187,,,,,,70.05,5.97,80.74,,,CHL,2019,,24269.273,18723.472,3419.875,2724.566,5545.801,0,11133.28,5545.801,823.171
Chile,2020,Total,39,6.228499889,10.0320549,,69.90061951,0.838239431,-0.065668367,,,,,,,,,,,CHL,2020,,,,,,,,,,
Chile,2021,Total,43,6.172,10.071,,70,0.83,-0.044,,,,,,,,,,,,,,,,,,,,,,
China,2015,Total,84,5.14,0.89012,0.94675,0.81658,0.02781,0.08185,Eastern Asia,9.2,7.15,81.68,9.6,68.01,9.19,76.64,17.73,25.3,CHN,2015,15091.404,24755.298,21925.019,1383.871,2004.098,2830.279,308.169,4719,2522.11,70.993
China,2016,Total,83,5.245,1.0278,0.79381,0.73561,0.02745,0.04959,Eastern Asia,,,83.24,0,,8.5,,18.65,25.1,CHN,2016,13911.291,24938.401,21832.572,1481.146,2051.012,3105.83,379.124,4814.361,2726.705,118.316
China,2017,Total,79,5.272999763,1.081165791,1.160837412,0.741415501,0.022794275,0.028806841,,,,84.76,,,7.85,,19.8,24.9,CHN,2017,14303.879,25574.677,22186.39,1692.012,2049.697,3388.287,436.482,4997.41,2951.805,207.245
China,2018,Total,86,5.246,0.989,,0.799,0.103,0.029,,,7.05,,,,7.27,,,24.7,CHN,2018,14899.759,26416.955,22686.756,1982.255,2087.134,3730.199,513.563,5171.8,3216.635,307.964
China,2019,Total,93,5.191,1.029,,0.893,0.1,0.058,,,,,,68.53,6.76,77.43,,,CHN,2019,15463.542,27452.478,23373.454,2143.516,2192.792,4079.024,602.223,5406.453,3476.801,386.514
China,2020,Total,94,5.123899937,9.688568115,,69.2891922,0.7539711,-0.18142575,,,,,,,,,,,CHN,2020,,,,,,,,,,
China,2021,Total,84,5.339,9.673,,69.593,0.755,-0.146,,,,,,,,,,,,,,,,,,,,,,
Colombia,2015,Total,33,6.477,0.91861,1.24018,0.69077,0.0512,0.18401,Latin America and Caribbean,64.9,5.78,87.55,8.3,68.29,13.44,78.35,19.74,,COL,2015,14381.763,10007.479,7519.321,2359.323,2378.626,2488.157,0,3944.115,2488.157,0
Colombia,2016,Total,31,6.481,1.03032,1.02169,0.59659,0.05399,0.15626,Latin America and Caribbean,62,,88.59,0.1,,13.03,,20.34,,COL,2016,15009.793,10418.751,7861.426,2510.965,2442.388,2557.325,0,4031.373,2557.325,0
Colombia,2017,Total,36,6.356999874,1.070622325,1.402182937,0.595027924,0.046668742,0.149014473,,61,,89.63,,,12.62,,21.06,,COL,2017,14790.285,10445.488,7404.676,2528.32,2930.993,3040.812,0,3886.208,3040.812,0
Colombia,2018,Total,37,6.26,0.96,,0.635,0.039,0.099,,,5.74,,,,12.21,,21.85,,COL,2018,13558.743,10361.17,7408.881,2660.061,2835.011,2952.289,0,3864.709,2952.289,0.601
Colombia,2019,Total,43,6.125,0.985,,0.841,0.034,0.099,,,,,,68.96,11.84,79.31,,,COL,2019,13077.145,10618.229,7965.146,2671.18,2535.416,2653.083,0,3871.904,2653.083,6.054
Colombia,2020,Total,44,6.163400173,9.500369072,,67.69958496,0.86457181,-0.161235645,,,,,,,,,,,COL,2020,,,,,,,,,,
Colombia,2021,Total,52,6.012,9.557,,68.001,0.841,-0.135,,,,,,,,,,,,,,,,,,,,,,
Comoros,2015,Total,140,3.956,0.23906,0.79273,0.36315,0.199,0.17441,Sub-Saharan Africa,,0.88,35.82,6.8,58.19,54.08,66.45,,21.8,COM,2015,0,976.012,,,,,,,,
Comoros,2016,Total,138,3.956,0.27509,0.60323,0.29981,0.18437,0.1827,Sub-Saharan Africa,,,35.83,0,,52.57,,2.72,20.9,COM,2016,0,997.514,,,,,,,,
Comoros,2019,Total,142,3.973,0.274,,0.505,0.078,0.275,,,,,,58.95,48.28,67.39,,,COM,2019,,,,,,,,,,
Comoros,2020,Total,134,4.288599968,7.833630085,,57.34901047,0.780622602,0.090008408,,,,,,,,,,,,,,,,,,,,,,
Comoros,2021,Total,131,4.289,8.031,,57.349,0.781,0.082,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2015,Total,139,3.989,0.67866,0.6629,0.31051,0.11686,0.12388,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2016,Total,127,4.236,0.77109,0.47799,0.28212,0.09753,0.12077,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2017,Total,124,4.290999889,0.808964252,0.832044363,0.289957434,0.079618134,0.120852128,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2018,Total,114,4.559,0.682,,0.343,0.077,0.091,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2019,Total,103,4.812,0.673,,0.508,0.093,0.105,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2020,Total,88,5.194399834,8.536987305,,57.92448044,0.751779079,-0.123674095,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazza,2021,Total,83,5.342,8.117,,58.221,0.745,-0.068,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2015,Total,120,4.517,0,1.0012,0.09806,0.07625,0.24834,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2016,Total,125,4.272,0.05661,0.80676,0.188,0.06075,0.25458,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2017,Total,126,4.28000021,0.092102349,1.229023457,0.191407025,0.060241356,0.246455833,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2018,Total,132,4.245,0.069,,0.204,0.052,0.197,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2019,Total,127,4.418,0.094,,0.357,0.053,0.212,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinsha,2020,Total,131,4.31099987,6.694256306,,52.90000153,0.809403598,0.083637655,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2015,Total,12,7.226,0.95578,1.23788,0.86027,0.10583,0.25497,Latin America and Caribbean,55.9,4.76,97.27,7.9,70.04,7.65,80.78,13.79,,CRI,2015,,12552.49,,,,,,,,
Costa Rica,2016,Total,14,7.087,1.06879,1.02152,0.76146,0.10547,0.22553,Latin America and Caribbean,53.2,,97.55,0.1,,7.53,,13.76,,CRI,2016,,12889.93,,,,,,,,
Costa Rica,2017,Total,12,7.078999996,1.109706283,1.416403651,0.759509265,0.100106589,0.214613229,,52.5,,97.82,,,7.51,,29.53,,CRI,2017,,,,,,,,,,
Costa Rica,2018,Total,13,7.072,1.01,,0.817,0.101,0.143,,50.4,4.87,,,,7.53,,28.94,,CRI,2018,,,,,,,,,,
Costa Rica,2019,Total,12,7.167,1.034,,0.963,0.093,0.144,,,,,,69.97,7.54,80.85,,,CRI,2019,,,,,,,,,,
Costa Rica,2020,Total,15,7.121399879,9.658156395,,71.29985046,0.786332428,-0.10242971,,,,,,,,,,,CRI,2020,,,,,,,,,,
Costa Rica,2021,Total,16,7.069,9.88,,71.4,0.809,-0.126,,,,,,,,,,,,,,,,,,,,,,
Croatia,2015,Total,62,5.759,1.08254,0.79624,0.78805,0.0243,0.05444,Central and Eastern Europe,9.6,9.07,96.49,17.8,67.9,4.2,77.58,31.73,36.3,HRV,2015,,21182.051,16627.443,5719.899,3819.448,4488.194,0,9243.365,4488.194,34.065
Croatia,2016,Total,74,5.488,1.18649,0.60809,0.70524,0.04002,0.18434,Central and Eastern Europe,9.6,,96.51,0,,4.16,,30,36.3,HRV,2016,,22131.93,17131.789,5997.518,4094.533,4997.326,0,9335.521,4997.326,39.434
Croatia,2017,Total,77,5.293000221,1.222556233,0.967983007,0.701288521,0.04310311,0.248002976,,9.1,,96.54,,,4.13,,,36.5,HRV,2017,,22318.159,18063.86,6932.033,3172.008,4252.753,0,10041.02,4252.753,47.036
Croatia,2018,Total,82,5.321,1.115,,0.737,0.039,0.12,,,9.23,,,,4.1,,,36.6,HRV,2018,,23521.493,17596.235,6782.06,4605.313,5849.439,0,9791.977,5849.439,44.792
Croatia,2019,Total,75,5.432,1.155,,0.914,0.022,0.119,,,,,,68.62,4.05,78.64,,,HRV,2019,,22870.486,17865.224,7129.882,3502.198,4925.61,0,9520.243,4925.61,47.011
Croatia,2020,Total,79,5.504700184,10.07087517,,70.21490479,0.916495264,-0.128538325,,,,,,,,,,,HRV,2020,,,,,,,,,,
Croatia,2021,Total,60,5.882,10.217,,70.799,0.939,-0.118,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2015,Total,67,5.689,1.20813,0.89318,0.92356,0.06146,0.30638,Western Europe,4.9,10.76,99.26,4.9,71.63,2.22,82.01,26.24,37.5,CYP,2015,,25059.153,24090.734,0,0,871.041,0,24057.414,871.041,275.984
Cyprus,2016,Total,69,5.546,1.31857,0.70697,0.8488,0.05228,0.27906,Western Europe,4,,99.2,0,,2.11,,19.51,37.1,CYP,2016,,27043.816,26043.211,0,0,912.761,0,26038.797,912.761,313.677
Cyprus,2017,Total,65,5.620999813,1.355938077,1.131363273,0.844714701,0.041237976,0.271254301,,4.4,,99.15,,,2.01,,,37,CYP,2017,,27540.713,26534.149,0,0,922.077,0,26504.751,922.077,364.449
Cyprus,2018,Total,61,5.762,1.229,,0.909,0.035,0.202,,,10.81,,,,1.92,,,36.7,CYP,2018,,27215.923,26158.958,0,0,969.487,0,26025.82,969.487,400.985
Cyprus,2019,Total,49,6.046,1.263,,1.042,0.041,0.19,,,,,,72.41,1.84,83.14,,,CYP,2019,,27022.732,25853,0,0,1060.953,0,25690.908,1060.953,445.366
Cyprus,2020,Total,45,6.15899992,10.40570259,,73.70222473,0.856271744,0.043731496,,,,,,,,,,,CYP,2020,,,,,,,,,,
Cyprus,2021,Total,39,6.223,10.576,,73.898,0.844,-0.015,,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2015,Total,31,6.505,1.17898,1.20643,0.84483,0.02652,0.10686,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2016,Total,27,6.596,1.30915,1.00793,0.76376,0.03986,0.09929,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2017,Total,23,6.609000206,1.352682352,1.433885217,0.754444003,0.036872927,0.088106759,,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2018,Total,21,6.711,1.233,,0.854,0.034,0.064,,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2019,Total,20,6.852,1.269,,0.92,0.036,0.046,,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2020,Total,19,6.910900116,10.40416336,,70.04793549,0.85844624,-0.230861515,,,,,,,,,,,,,,,,,,,,,,
Czech Republi,2021,Total,18,6.965,10.556,,70.807,0.868,-0.208,,,,,,,,,,,,,,,,,,,,,,
Denmark,2015,Total,3,7.527,1.32548,1.36058,0.87464,0.48357,0.34139,Western Europe,2.3,10.36,99.6,11.9,70.53,3.49,80.59,39.26,20.8,DNK,2015,,34132.576,25246.374,5816.937,8.018,8429.234,0,15896.167,8429.234,268.701
Denmark,2016,Total,1,7.526,1.44178,1.16374,0.79504,0.44453,0.36171,Western Europe,2.5,,99.6,0,,3.47,,40.1,20,DNK,2016,,34302.118,25719.739,5892.586,8.486,8127.734,0,15562.654,8127.734,327.518
Denmark,2017,Total,2,7.521999836,1.482383013,1.551121593,0.792565525,0.400770068,0.355280489,,2.8,,99.6,,,3.42,,,19.3,DNK,2017,,34359.69,24346.691,5640.13,7.795,9559.1,0,15527.971,9559.1,327.759
Denmark,2018,Total,3,7.555,1.351,,0.868,0.408,0.284,,,10.26,,,,3.34,,,18.6,DNK,2018,,33821.545,24337.7,5459.248,6.421,9036.414,0,15652.456,9036.414,411.77
Denmark,2019,Total,2,7.6,1.383,,0.996,0.41,0.252,,,,,,71.04,3.24,81.32,,,DNK,2019,,33534.557,22947.348,5057.86,7.266,10115.041,0,16019.433,10115.041,413.247
Denmark,2020,Total,2,7.645599842,10.77400112,,72.40250397,0.168489456,0.066201776,,,,,,,,,,,DNK,2020,,,,,,,,,,
Denmark,2021,Total,2,7.62,10.933,,72.7,0.179,0.03,,,,,,,,,,,,,,,,,,,,,,
Djibouti,2015,Total,126,4.369,0.44025,0.59207,0.36291,0.28105,0.18093,Sub-Saharan Africa,,0.49,61.09,6.4,57,54.25,64.64,,,DJI,2015,0,4203.994,,,,,,,,
Dominican Rep,2015,Total,98,4.885,0.89537,1.17202,0.66825,0.14234,0.21684,Latin America and Caribbean,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2016,Total,89,5.155,1.02787,0.99496,0.57669,0.12372,0.21286,Latin America and Caribbean,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2017,Total,86,5.230000019,1.079373837,1.402416706,0.574873745,0.113945253,0.18696785,,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2018,Total,83,5.302,0.982,,0.614,0.106,0.12,,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2019,Total,77,5.425,1.015,,0.779,0.101,0.113,,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2020,Total,68,5.689199924,9.664880753,,65.80748749,0.755999923,-0.131263286,,,,,,,,,,,,,,,,,,,,,,
Dominican Rep,2021,Total,73,5.545,9.802,,66.102,0.714,-0.133,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2015,Total,48,5.975,0.86402,0.99903,0.79075,0.1809,0.11541,Latin America and Caribbean,,4.98,86.1,9.6,67.49,12.99,77.18,20.65,,ECU,2015,,11438.164,9299.362,506.436,2043.577,2128.248,0,8792.926,2128.248,5.627
Ecuador,2016,Total,51,5.976,0.97306,0.85974,0.68613,0.18037,0.10074,Latin America and Caribbean,,,87.18,0.1,,12.7,,20.37,,ECU,2016,,11179.203,8657.128,537.451,2414.582,2507.986,0,8119.677,2507.986,5.91
Ecuador,2017,Total,44,6.007999897,1.000820398,1.286168814,0.685636222,0.140134647,0.150112465,,71.1,,87.99,,,12.48,,,,ECU,2017,,11377.16,8294.113,490.46,2992.05,3072.737,0,7803.652,3072.737,5.582
Ecuador,2018,Total,48,5.973,0.889,,0.736,0.12,0.114,,,4.2,,,,12.27,,,,ECU,2018,,11808.143,8706.538,413.975,3008.238,3087.714,0,8292.563,3087.714,5.54
Ecuador,2019,Total,50,6.028,0.912,,0.868,0.087,0.126,,,,,,68.48,12.04,78.45,,,ECU,2019,,11899.704,8267.901,363.792,3515.259,3615.981,0,7904.109,3615.981,23.724
Ecuador,2020,Total,58,5.925199986,9.246058464,,68.50003815,0.801215112,-0.127014965,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021,Total,66,5.764,9.313,,68.8,0.843,-0.124,,,,,,,,,,,,,,,,,,,,,,
Egypt,2015,Total,135,4.194,0.8818,0.747,0.61712,0.06324,0.11291,Middle East and Northern Africa,,0.4,93.97,3.8,62,19.86,70.49,8.22,21.3,EGY,2015,,10674.766,10247.313,4978.074,374.458,427.453,0,5165.992,427.453,1.79
Egypt,2016,Total,120,4.362,0.95395,0.49813,0.52116,0.10393,0.12706,Middle East and Northern Africa,,,94.08,0,,19.2,,8.21,21.3,EGY,2016,,10998.843,10569.281,5225.592,359.525,429.562,0,5189.937,429.562,2.785
Egypt,2017,Total,104,4.735000134,0.989701807,0.997471392,0.520187259,0.114381365,0.128631443,,59,,94.19,,,18.53,,7.99,21.4,EGY,2017,,11072.259,10661.829,5799.714,340.127,410.43,0,4716.556,410.43,15.604
Egypt,2018,Total,122,4.419,0.885,,0.553,0.107,0.092,,51.8,0.36,,,,17.94,,4.52,21.4,EGY,2018,,11056.037,10629.143,6054.891,337.493,426.895,0,4319.858,426.895,38.143
Egypt,2019,Total,137,4.166,0.913,,0.644,0.067,0.076,,,,,,62.97,17.33,71.82,,,EGY,2019,,10753,10263.135,5871.749,330.305,489.865,0,4161.338,489.865,90.699
Egypt,2020,Total,138,4.151400089,9.316541672,,61.78015137,0.787726879,-0.196878314,,,,,,,,,,,,,,,,,,,,,,
Egypt,2021,Total,132,4.283,9.367,,61.998,0.795,-0.182,,,,,,,,,,,,,,,,,,,,,,
El Salvador,2015,Total,42,6.13,0.76454,1.02507,0.67737,0.11776,0.10692,Latin America and Caribbean,,3.59,87.01,14,63.46,13.16,73.25,,,SLV,2015,,6137.769,,,,,,,,
El Salvador,2016,Total,46,6.068,0.8737,0.80975,0.596,0.10613,0.08877,Latin America and Caribbean,,,87.23,0,,12.68,,15.66,,SLV,2016,,6328.875,,,,,,,,
El Salvador,2017,Total,45,6.002999783,0.909784496,1.182125092,0.596018553,0.08998096,0.078257985,,,,87.43,,,12.25,,,,SLV,2017,,,,,,,,,,
El Salvador,2018,Total,40,6.167,0.806,,0.639,0.082,0.065,,,3.89,,,,11.81,,,,SLV,2018,,,,,,,,,,
El Salvador,2019,Total,35,6.253,0.794,,0.789,0.074,0.093,,,,,,64.87,11.44,75.03,,,SLV,2019,,,,,,,,,,
El Salvador,2020,Total,34,6.34829998,8.909075737,,66.10826111,0.754319906,-0.121072978,,,,,,,,,,,,,,,,,,,,,,
El Salvador,2021,Total,49,6.061,9.054,,66.402,0.688,-0.11,,,,,,,,,,,,,,,,,,,,,,
Estonia,2015,Total,73,5.429,1.15174,1.22791,0.77361,0.15184,0.0868,Central and Eastern Europe,12.5,12.39,99.13,15.8,68.26,2.46,77.6,34.15,32.1,EST,2015,,53293.296,50300.52,3344.32,51.942,2937.604,0,13151.539,2937.604,11.35
Estonia,2016,Total,72,5.517,1.27964,1.05163,0.68098,0.18519,0.08423,Central and Eastern Europe,10.5,,99.14,0,,2.29,,34.55,31.5,EST,2016,,53537.079,50585.515,3670.171,66.832,2910.25,0,12814.444,2910.25,19.286
Estonia,2017,Total,66,5.611000061,1.32087934,1.4766711,0.695168316,0.183248922,0.098890811,,10.5,,99.15,,,2.14,,34.63,31,EST,2017,,59027.098,54371.177,3481.386,49.28,4635.291,0,13345.908,4635.291,24.033
Estonia,2018,Total,63,5.739,1.2,,0.737,0.174,0.086,,,9.23,,,,2,,44.83,30.5,EST,2018,,62320.223,58570.539,3555.515,28.179,3596.541,0,13149.495,3596.541,40.359
Estonia,2019,Total,55,5.893,1.237,,0.874,0.161,0.103,,,,,,69.24,1.87,78.88,,,EST,2019,,50000.799,46199.99,3244.81,29.842,3648.012,0,13428.891,3648.012,134.569
Estonia,2020,Total,51,6.021800041,10.34001732,,68.60495758,0.623073816,-0.111697771,,,,,,,,,,,EST,2020,,,,,,,,,,
Estonia,2021,Total,40,6.189,10.481,,68.8,0.527,-0.106,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,2015,Total,122,4.512,0.19073,0.60406,0.44055,0.15048,0.24325,Sub-Saharan Africa,,2.19,6.86,7.2,58.32,43.14,66.82,,,ETH,2015,,747.097,,,,,,,,
Ethiopia,2016,Total,115,4.508,0.29283,0.37932,0.34578,0.1717,0.29522,Sub-Saharan Africa,,,7.09,0,,41.24,,0.46,,ETH,2016,,777.152,,,,,,,,
Ethiopia,2017,Total,119,4.460000038,0.339233845,0.864669204,0.353409708,0.165455714,0.31265074,,,,7.32,,,39.49,,0.99,,ETH,2017,,,,,,,,,,
Ethiopia,2018,Total,127,4.35,0.308,,0.391,0.146,0.22,,,2.36,,,,37.93,,0.77,,ETH,2018,,,,,,,,,,
Ethiopia,2019,Total,134,4.286,0.336,,0.532,0.1,0.209,,,,,,59.89,36.55,68.7,,,ETH,2019,,,,,,,,,,
Ethiopia,2020,Total,136,4.186200142,7.509385586,,58.63959122,0.753690004,0.043377332,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,2021,Total,133,4.275,7.694,,59,0.761,0.082,,,,,,,,,,,,,,,,,,,,,,
Finland,2015,Total,6,7.406,1.29025,1.31826,0.88911,0.41372,0.23351,Western Europe,6.2,11.18,99.45,14.4,70.73,2.03,81.21,33.31,20.9,FIN,2015,,58375.279,32565.484,4174.171,7731.781,25809.795,10846.947,20289.683,14962.848,5.216
Finland,2016,Total,5,7.413,1.40598,1.13464,0.81091,0.41004,0.25492,Western Europe,5.5,,99.45,0,,1.99,,38.12,20.4,FIN,2016,,59642.518,34713.151,3647.238,7223.344,24929.367,10727.323,21828.658,14202.043,10.109
Finland,2017,Total,5,7.468999863,1.443571925,1.540246725,0.80915767,0.382611543,0.245482773,,4.9,,99.45,,,1.97,,,20.1,FIN,2017,,57559.99,32524.463,3325.977,6694.697,25035.527,10301.893,20755.668,14733.635,22.001
Finland,2018,Total,1,7.632,1.305,,0.874,0.393,0.202,,,10.78,,,,1.96,,,19.7,FIN,2018,,57693.818,33078.661,3802.989,5911.906,24615.156,9846.487,20450.299,14768.669,40.591
Finland,2019,Total,1,7.769,1.34,,0.986,0.393,0.153,,,,,,71,1.95,81.61,,,FIN,2019,,55118.024,30443.716,3653.092,5499.559,24674.308,10262.072,19442.814,14412.235,79.721
Finland,2020,Total,1,7.808700085,10.63926697,,71.9008255,0.195444584,-0.059482019,,,,,,,,,,,FIN,2020,,,,,,,,,,
Finland,2021,Total,1,7.842,10.775,,72,0.186,-0.098,,,,,,,,,,,,,,,,,,,,,,
France,2015,Total,29,6.575,1.27778,1.26038,0.94579,0.20646,0.12332,Western Europe,5.6,12.64,98.65,18,71.7,3.47,81.91,32.24,34.5,FRA,2015,,42767.747,21577.359,6322.715,2136.913,21190.388,17168.938,13741.872,4021.45,285.032
France,2016,Total,32,6.478,1.39488,1.00508,0.83795,0.17808,0.1216,Western Europe,5,,98.65,0,,3.51,,32.38,34.6,FRA,2016,,41930.685,21956.292,6885.937,2334.939,19974.393,15679.358,13603.206,4295.035,317.324
France,2017,Total,31,6.441999912,1.430923462,1.387776852,0.844465852,0.172502428,0.129762307,,8,,98.65,,,3.59,,32.57,34.6,FRA,2017,,41553.881,22182.339,6903.711,1897.724,19371.542,15358.49,13615.994,4013.051,353.267
France,2018,Total,23,6.489,1.293,,0.908,0.176,0.098,,8.6,12.33,,,,3.69,,32.67,34.6,FRA,2018,,42190.684,21615.604,6572.007,2444.804,20575.079,15826.257,13543.655,4748.822,394.595
France,2019,Total,24,6.592,1.324,,1.045,0.183,0.111,,,,,,72.08,3.77,82.48,,,FRA,2019,,41281.299,21251.255,6668.928,2224.855,20030.043,15186.391,13432.084,4843.653,445.943
France,2020,Total,23,6.663799763,10.58422279,,73.80193329,0.583521128,-0.130641967,,,,,,,,,,,FRA,2020,,,,,,,,,,
France,2021,Total,21,6.69,10.704,,74,0.571,-0.147,,,,,,,,,,,,,,,,,,,,,,
Gabon,2015,Total,143,3.896,1.06024,0.90528,0.43372,0.11091,0.06822,Sub-Saharan Africa,,9.57,47.32,7.3,56.29,35.78,64.93,,,GAB,2015,,10592.672,,,,,,,,
Gabon,2016,Total,134,4.121,1.15851,0.72368,0.3494,0.09314,0.06244,Sub-Saharan Africa,,,47.37,0,,34.31,,3.56,,GAB,2016,,10763.719,,,,,,,,
Gabon,2017,Total,118,4.465000153,1.198210239,1.155620217,0.356578588,0.076046787,0.043785378,,,,47.41,,,33.39,,6.82,,GAB,2017,,,,,,,,,,
Gabon,2018,Total,103,4.758,1.036,,0.404,0.052,0.032,,,8.74,,,,32.21,,,,GAB,2018,,,,,,,,,,
